JD	Magnitude	Uncertainty	HQuncertainty	Band	Observer Code	Comment Code(s)	Comp Star 1	Comp Star 2	Charts	Comments	Transfomed	Airmass	Validation Flag	Cmag	Kmag	HJD	Star Name	Observer Affiliation	Measurement Method	Grouping Method	ADS Reference	Digitizer	Credit
2453820.73742	12.856			V	JM								V				MRK 421		STD				
2453820.74032	12.320			R	JM								V				MRK 421		STD				
2453820.74189	12.194			I	JM								V				MRK 421		STD				
2453820.74498	13.607			B	JM								V				MRK 421		STD				
2453820.74927	12.869			V	JM								V				MRK 421		STD				
2453820.75217	12.486			R	JM								V				MRK 421		STD				
2453820.75374	12.151			I	JM								V				MRK 421		STD				
2453820.75683	13.516			B	JM								V				MRK 421		STD				
2453820.76112	12.812			V	JM								V				MRK 421		STD				
2453820.76402	12.218			R	JM								V				MRK 421		STD				
2453820.76559	12.301			I	JM								V				MRK 421		STD				
2453820.76868	13.460			B	JM								V				MRK 421		STD				
2453820.77297	12.457			V	JM								V				MRK 421		STD				
2453820.77587	12.058			R	JM								V				MRK 421		STD				
2453820.77744	12.207			I	JM								V				MRK 421		STD				
2453820.78054	13.383			B	JM								V				MRK 421		STD				
2453820.78482	12.628			V	JM								V				MRK 421		STD				
2453820.78772	12.137			R	JM								V				MRK 421		STD				
2453820.78929	12.234			I	JM								V				MRK 421		STD				
2453820.79239	13.298			B	JM								V				MRK 421		STD				
2453820.79668	12.637			V	JM								V				MRK 421		STD				
2453820.79957	12.136			R	JM								V				MRK 421		STD				
2453820.80114	12.272			I	JM								V				MRK 421		STD				
2453820.80424	13.420			B	JM								V				MRK 421		STD				
2453820.80853	12.523			V	JM								V				MRK 421		STD				
2453820.81143	12.367			R	JM								V				MRK 421		STD				
2453820.81300	12.263			I	JM								V				MRK 421		STD				
2453820.81609	13.535			B	JM								V				MRK 421		STD				
2453820.82038	12.597			V	JM								V				MRK 421		STD				
2453820.82328	12.331			R	JM								V				MRK 421		STD				
2453820.82485	12.288			I	JM								V				MRK 421		STD				
2453820.82794	13.588			B	JM								V				MRK 421		STD				
2453820.84855	12.399			I	JM								V				MRK 421		STD				
2453820.85165	13.855			B	JM								V				MRK 421		STD				
2453820.85883	12.524			R	JM								V				MRK 421		STD				
2453820.86040	12.168			I	JM								V				MRK 421		STD				
2453820.86350	13.666			B	JM								V				MRK 421		STD				
2453820.87069	12.478			R	JM								V				MRK 421		STD				
2453820.87225	12.319			I	JM								V				MRK 421		STD				
2453820.87535	13.701			B	JM								V				MRK 421		STD				
2453820.88254	12.442			R	JM								V				MRK 421		STD				
2453820.88411	12.222			I	JM								V				MRK 421		STD				
2453820.88720	13.731			B	JM								V				MRK 421		STD				
2453820.89439	12.435			R	JM								V				MRK 421		STD				
2453820.89596	12.364			I	JM								V				MRK 421		STD				
2453820.89905	13.619			B	JM								V				MRK 421		STD				
2453820.90624	12.112			R	JM								V				MRK 421		STD				
2453820.92995	12.432			R	JM								V				MRK 421		STD				
2453821.4819	13.1			Vis.	FMR		129	133	E 1997				V				MRK 421		STD				
2453821.643	13.20	0.01		V	KMP		127	135	030901	AVERAGE OF 11 OBSERVATIONS OVER 30 MINUTES. ERR: 0.01			V				MRK 421		STD				
2453821.7417	13.1			Vis.	SXN		133	129	030901				V				MRK 421		STD				
2453822.3889	13.2			Vis.	WKL		127	135	030901				V				MRK 421		STD				
2453823.65287	13.260			B	JM								V				MRK 421		STD				
2453823.66473	13.514			B	JM								V				MRK 421		STD				
2453823.67348	12.225			I	JM								V				MRK 421		STD				
2453823.67658	13.357			B	JM								V				MRK 421		STD				
2453823.68533	12.137			I	JM								V				MRK 421		STD				
2453823.68843	13.407			B	JM								V				MRK 421		STD				
2453823.69272	12.858			V	JM								V				MRK 421		STD				
2453823.69562	12.597			R	JM								V				MRK 421		STD				
2453823.69719	12.025			I	JM								V				MRK 421		STD				
2453823.70028	13.586			B	JM								V				MRK 421		STD				
2453823.70457	12.899			V	JM								V				MRK 421		STD				
2453823.70747	12.399			R	JM								V				MRK 421		STD				
2453823.70904	12.068			I	JM								V				MRK 421		STD				
2453823.71213	13.541			B	JM								V				MRK 421		STD				
2453823.71642	12.934			V	JM								V				MRK 421		STD				
2453823.71932	12.387			R	JM								V				MRK 421		STD				
2453823.72089	12.001			I	JM								V				MRK 421		STD				
2453823.72399	13.440			B	JM								V				MRK 421		STD				
2453823.72827	12.925			V	JM								V				MRK 421		STD				
2453823.73117	12.463			R	JM								V				MRK 421		STD				
2453823.73274	12.120			I	JM								V				MRK 421		STD				
2453823.73584	13.608			B	JM								V				MRK 421		STD				
2453823.74013	12.808			V	JM								V				MRK 421		STD				
2453823.74303	12.344			R	JM								V				MRK 421		STD				
2453823.74459	12.141			I	JM								V				MRK 421		STD				
2453823.74769	13.407			B	JM								V				MRK 421		STD				
2453823.75198	12.716			V	JM								V				MRK 421		STD				
2453823.75488	12.366			R	JM								V				MRK 421		STD				
2453823.75645	12.047			I	JM								V				MRK 421		STD				
2453823.76383	12.683			V	JM								V				MRK 421		STD				
2453823.76673	12.385			R	JM								V				MRK 421		STD				
2453823.76830	12.106			I	JM								V				MRK 421		STD				
2453823.77139	13.499			B	JM								V				MRK 421		STD				
2453823.77568	12.749			V	JM								V				MRK 421		STD				
2453823.77858	12.384			R	JM								V				MRK 421		STD				
2453823.78015	12.229			I	JM								V				MRK 421		STD				
2453823.78324	13.591			B	JM								V				MRK 421		STD				
2453823.78753	12.809			V	JM								V				MRK 421		STD				
2453823.79043	12.498			R	JM								V				MRK 421		STD				
2453823.79200	11.947			I	JM								V				MRK 421		STD				
2453823.79510	13.534			B	JM								V				MRK 421		STD				
2453823.79938	12.826			V	JM								V				MRK 421		STD				
2453823.80228	12.378			R	JM								V				MRK 421		STD				
2453823.80385	12.236			I	JM								V				MRK 421		STD				
2453823.80695	13.444			B	JM								V				MRK 421		STD				
2453823.81124	12.793			V	JM								V				MRK 421		STD				
2453823.81414	12.410			R	JM								V				MRK 421		STD				
2453823.81571	12.124			I	JM								V				MRK 421		STD				
2453823.81880	13.446			B	JM								V				MRK 421		STD				
2453823.82309	12.785			V	JM								V				MRK 421		STD				
2453823.82599	12.452			R	JM								V				MRK 421		STD				
2453823.82756	12.228			I	JM								V				MRK 421		STD				
2453823.83065	13.388			B	JM								V				MRK 421		STD				
2453823.83494	12.841			V	JM								V				MRK 421		STD				
2453823.83784	12.419			R	JM								V				MRK 421		STD				
2453823.83941	12.270			I	JM								V				MRK 421		STD				
2453823.84250	13.547			B	JM								V				MRK 421		STD				
2453823.84679	12.822			V	JM								V				MRK 421		STD				
2453823.84969	12.426			R	JM								V				MRK 421		STD				
2453823.85126	12.191			I	JM								V				MRK 421		STD				
2453823.85864	12.816			V	JM								V				MRK 421		STD				
2453823.86154	12.434			R	JM								V				MRK 421		STD				
2453823.86311	12.175			I	JM								V				MRK 421		STD				
2453823.86621	13.384			B	JM								V				MRK 421		STD				
2453823.87050	12.733			V	JM								V				MRK 421		STD				
2453823.87340	12.458			R	JM								V				MRK 421		STD				
2453823.87496	12.282			I	JM								V				MRK 421		STD				
2453823.87806	13.622			B	JM								V				MRK 421		STD				
2453823.88235	12.841			V	JM								V				MRK 421		STD				
2453823.88525	12.415			R	JM								V				MRK 421		STD				
2453823.88682	12.219			I	JM								V				MRK 421		STD				
2453823.88991	13.456			B	JM								V				MRK 421		STD				
2453823.89420	12.722			V	JM								V				MRK 421		STD				
2453823.89710	12.301			R	JM								V				MRK 421		STD				
2453823.89867	12.325			I	JM								V				MRK 421		STD				
2453823.90176	13.364			B	JM								V				MRK 421		STD				
2453823.91052	12.321			I	JM								V				MRK 421		STD				
2453823.91361	13.630			B	JM								V				MRK 421		STD				
2453823.92237	12.313			I	JM								V				MRK 421		STD				
2453823.92547	13.632			B	JM								V				MRK 421		STD				
2453823.93422	12.290			I	JM								V				MRK 421		STD				
2453824.3542	13.2			Vis.	WKL		135		030901				V				MRK 421		STD				
2453824.5833	12.8			Vis.	TDB		127	135	E03				V				MRK 421		STD				
2453824.62264	12.952			B	JM								V				MRK 421		STD				
2453824.63140	12.148			I	JM								V				MRK 421		STD				
2453824.63459	13.024			B	JM								V				MRK 421		STD				
2453824.64335	12.144			I	JM								V				MRK 421		STD				
2453824.64656	13.203			B	JM								V				MRK 421		STD				
2453824.65532	12.213			I	JM								V				MRK 421		STD				
2453824.65853	13.134			B	JM								V				MRK 421		STD				
2453824.66282	12.681			V	JM								V				MRK 421		STD				
2453824.66572	12.199			R	JM								V				MRK 421		STD				
2453824.66728	12.143			I	JM								V				MRK 421		STD				
2453824.67050	13.357			B	JM								V				MRK 421		STD				
2453824.67478	12.642			V	JM								V				MRK 421		STD				
2453824.67768	12.490			R	JM								V				MRK 421		STD				
2453824.67925	12.258			I	JM								V				MRK 421		STD				
2453824.68246	13.576			B	JM								V				MRK 421		STD				
2453824.68965	12.641			R	JM								V				MRK 421		STD				
2453824.69122	12.077			I	JM								V				MRK 421		STD				
2453824.69860	13.028			V	JM								V				MRK 421		STD				
2453824.70150	12.567			R	JM								V				MRK 421		STD				
2453824.70307	12.193			I	JM								V				MRK 421		STD				
2453824.70616	13.448			B	JM								V				MRK 421		STD				
2453824.71045	12.761			V	JM								V				MRK 421		STD				
2453824.71335	12.479			R	JM								V				MRK 421		STD				
2453824.71492	12.072			I	JM								V				MRK 421		STD				
2453824.71801	13.243			B	JM								V				MRK 421		STD				
2453824.72230	12.674			V	JM								V				MRK 421		STD				
2453824.72520	12.225			R	JM								V				MRK 421		STD				
2453824.72677	12.093			I	JM								V				MRK 421		STD				
2453824.72986	13.139			B	JM								V				MRK 421		STD				
2453824.73415	12.886			V	JM								V				MRK 421		STD				
2453824.73705	12.646			R	JM								V				MRK 421		STD				
2453824.73862	12.233			I	JM								V				MRK 421		STD				
2453824.74172	13.531			B	JM								V				MRK 421		STD				
2453824.74600	12.847			V	JM								V				MRK 421		STD				
2453824.74890	12.464			R	JM								V				MRK 421		STD				
2453824.75047	12.032			I	JM								V				MRK 421		STD				
2453824.75357	13.435			B	JM								V				MRK 421		STD				
2453824.75786	12.857			V	JM								V				MRK 421		STD				
2453824.76076	12.525			R	JM								V				MRK 421		STD				
2453824.76233	12.192			I	JM								V				MRK 421		STD				
2453824.76542	13.417			B	JM								V				MRK 421		STD				
2453824.76971	12.864			V	JM								V				MRK 421		STD				
2453824.77261	12.345			R	JM								V				MRK 421		STD				
2453824.77418	12.201			I	JM								V				MRK 421		STD				
2453824.77727	12.975			B	JM								V				MRK 421		STD				
2453824.78603	12.236			I	JM								V				MRK 421		STD				
2453824.79788	12.198			I	JM								V				MRK 421		STD				
2453824.80973	12.145			I	JM								V				MRK 421		STD				
2453824.82001	12.030			R	JM								V				MRK 421		STD				
2453824.82158	12.144			I	JM								V				MRK 421		STD				
2453824.82468	13.083			B	JM								V				MRK 421		STD				
2453824.82897	12.792			V	JM								V				MRK 421		STD				
2453824.83187	12.448			R	JM								V				MRK 421		STD				
2453824.83343	12.332			I	JM								V				MRK 421		STD				
2453824.83653	13.335			B	JM								V				MRK 421		STD				
2453824.84082	12.872			V	JM								V				MRK 421		STD				
2453824.84372	12.254			R	JM								V				MRK 421		STD				
2453824.84529	12.347			I	JM								V				MRK 421		STD				
2453824.84838	13.401			B	JM								V				MRK 421		STD				
2453824.85267	12.878			V	JM								V				MRK 421		STD				
2453824.85557	12.459			R	JM								V				MRK 421		STD				
2453824.85714	12.190			I	JM								V				MRK 421		STD				
2453824.86024	13.504			B	JM								V				MRK 421		STD				
2453824.86452	12.828			V	JM								V				MRK 421		STD				
2453824.86742	12.376			R	JM								V				MRK 421		STD				
2453824.86899	12.278			I	JM								V				MRK 421		STD				
2453824.87209	13.712			B	JM								V				MRK 421		STD				
2453824.87638	13.030			V	JM								V				MRK 421		STD				
2453824.88084	12.556			I	JM								V				MRK 421		STD				
2453824.88394	13.332			B	JM								V				MRK 421		STD				
2453824.88823	12.654			V	JM								V				MRK 421		STD				
2453824.89113	12.141			R	JM								V				MRK 421		STD				
2453824.89269	12.195			I	JM								V				MRK 421		STD				
2453824.89579	13.454			B	JM								V				MRK 421		STD				
2453824.90008	12.651			V	JM								V				MRK 421		STD				
2453824.90455	12.216			I	JM								V				MRK 421		STD				
2453824.90764	13.368			B	JM								V				MRK 421		STD				
2453824.91640	12.378			I	JM								V				MRK 421		STD				
2453826.4965	12.8			Vis.	FMR		129	133	E 1997				V				MRK 421		STD				
2453827.3472	12.9			Vis.	MUY		127	133	SE030901				V				MRK 421		STD				
2453827.3681	12.9			Vis.	WKL		127	135	030901				V				MRK 421		STD				
2453827.399	13.4			Vis.	VOL		127	135	E030901				V				MRK 421	AFOEV	STD				
2453827.62092	13.249			B	JM								V				MRK 421		STD				
2453827.62522	12.779			V	JM								V				MRK 421		STD				
2453827.62812	12.082			R	JM								V				MRK 421		STD				
2453827.62968	12.116			I	JM								V				MRK 421		STD				
2453827.63278	13.477			B	JM								V				MRK 421		STD				
2453827.63707	12.776			V	JM								V				MRK 421		STD				
2453827.63997	12.414			R	JM								V				MRK 421		STD				
2453827.64154	12.104			I	JM								V				MRK 421		STD				
2453827.64463	13.364			B	JM								V				MRK 421		STD				
2453827.64892	12.726			V	JM								V				MRK 421		STD				
2453827.65182	12.462			R	JM								V				MRK 421		STD				
2453827.65339	12.146			I	JM								V				MRK 421		STD				
2453827.65649	13.563			B	JM								V				MRK 421		STD				
2453827.66077	12.687			V	JM								V				MRK 421		STD				
2453827.66367	12.406			R	JM								V				MRK 421		STD				
2453827.66524	12.014			I	JM								V				MRK 421		STD				
2453827.66834	13.270			B	JM								V				MRK 421		STD				
2453827.67263	12.921			V	JM								V				MRK 421		STD				
2453827.67553	12.435			R	JM								V				MRK 421		STD				
2453827.68019	13.464			B	JM								V				MRK 421		STD				
2453827.68894	12.049			I	JM								V				MRK 421		STD				
2453827.70080	12.476			I	JM								V				MRK 421		STD				
2453827.70818	12.814			V	JM								V				MRK 421		STD				
2453827.71108	12.585			R	JM								V				MRK 421		STD				
2453827.71265	12.290			I	JM								V				MRK 421		STD				
2453827.71575	13.472			B	JM								V				MRK 421		STD				
2453827.72003	12.845			V	JM								V				MRK 421		STD				
2453827.72293	12.466			R	JM								V				MRK 421		STD				
2453827.72450	12.186			I	JM								V				MRK 421		STD				
2453827.72760	13.426			B	JM								V				MRK 421		STD				
2453827.73188	12.834			V	JM								V				MRK 421		STD				
2453827.73478	12.362			R	JM								V				MRK 421		STD				
2453827.73635	12.152			I	JM								V				MRK 421		STD				
2453827.73945	13.465			B	JM								V				MRK 421		STD				
2453827.74374	12.702			V	JM								V				MRK 421		STD				
2453827.74664	12.219			R	JM								V				MRK 421		STD				
2453827.74820	12.055			I	JM								V				MRK 421		STD				
2453827.75130	13.455			B	JM								V				MRK 421		STD				
2453827.75559	12.846			V	JM								V				MRK 421		STD				
2453827.75849	12.356			R	JM								V				MRK 421		STD				
2453827.76006	12.176			I	JM								V				MRK 421		STD				
2453827.76315	13.376			B	JM								V				MRK 421		STD				
2453827.76744	12.618			V	JM								V				MRK 421		STD				
2453827.77034	12.272			R	JM								V				MRK 421		STD				
2453827.77191	12.124			I	JM								V				MRK 421		STD				
2453827.77500	13.338			B	JM								V				MRK 421		STD				
2453827.77929	12.608			V	JM								V				MRK 421		STD				
2453827.78219	12.301			R	JM								V				MRK 421		STD				
2453827.78376	12.168			I	JM								V				MRK 421		STD				
2453827.78685	13.201			B	JM								V				MRK 421		STD				
2453827.79114	12.714			V	JM								V				MRK 421		STD				
2453827.79404	12.470			R	JM								V				MRK 421		STD				
2453827.79561	12.256			I	JM								V				MRK 421		STD				
2453827.79871	13.382			B	JM								V				MRK 421		STD				
2453827.80300	12.788			V	JM								V				MRK 421		STD				
2453827.80589	12.376			R	JM								V				MRK 421		STD				
2453827.80746	12.266			I	JM								V				MRK 421		STD				
2453827.81056	13.518			B	JM								V				MRK 421		STD				
2453827.81485	12.869			V	JM								V				MRK 421		STD				
2453827.81775	12.358			R	JM								V				MRK 421		STD				
2453827.81932	12.273			I	JM								V				MRK 421		STD				
2453827.82241	13.464			B	JM								V				MRK 421		STD				
2453827.82670	12.790			V	JM								V				MRK 421		STD				
2453827.82960	12.442			R	JM								V				MRK 421		STD				
2453827.83117	12.149			I	JM								V				MRK 421		STD				
2453827.83426	13.537			B	JM								V				MRK 421		STD				
2453827.83855	12.805			V	JM								V				MRK 421		STD				
2453827.84145	12.489			R	JM								V				MRK 421		STD				
2453827.84302	12.231			I	JM								V				MRK 421		STD				
2453827.84612	13.491			B	JM								V				MRK 421		STD				
2453827.85040	12.769			V	JM								V				MRK 421		STD				
2453827.85330	12.464			R	JM								V				MRK 421		STD				
2453827.85487	12.234			I	JM								V				MRK 421		STD				
2453827.85797	13.581			B	JM								V				MRK 421		STD				
2453827.86226	12.836			V	JM								V				MRK 421		STD				
2453827.86516	12.458			R	JM								V				MRK 421		STD				
2453827.86672	12.271			I	JM								V				MRK 421		STD				
2453827.87687	13.492			B	JM								V				MRK 421		STD				
2453827.88116	12.920			V	JM								V				MRK 421		STD				
2453827.88406	12.507			R	JM								V				MRK 421		STD				
2453827.88562	12.234			I	JM								V				MRK 421		STD				
2453827.89577	13.455			B	JM								V				MRK 421		STD				
2453827.90006	12.824			V	JM								V				MRK 421		STD				
2453827.90296	12.317			R	JM								V				MRK 421		STD				
2453827.90452	12.164			I	JM								V				MRK 421		STD				
2453827.91467	13.558			B	JM								V				MRK 421		STD				
2453827.91896	12.782			V	JM								V				MRK 421		STD				
2453827.92186	12.472			R	JM								V				MRK 421		STD				
2453827.92342	12.132			I	JM								V				MRK 421		STD				
2453827.93357	13.653			B	JM								V				MRK 421		STD				
2453827.93786	12.945			V	JM								V				MRK 421		STD				
2453827.94076	12.585			R	JM								V				MRK 421		STD				
2453827.94232	12.211			I	JM								V				MRK 421		STD				
2453827.95247	13.500			B	JM								V				MRK 421		STD				
2453827.95966	12.252			R	JM								V				MRK 421		STD				
2453827.96123	12.360			I	JM								V				MRK 421		STD				
2453828.4000	13.0			Vis.	MUY		127	133	SE030901				V				MRK 421		STD				
2453828.60831	13.614			B	JM								V				MRK 421		STD				
2453828.61260	12.835			V	JM								V				MRK 421		STD				
2453828.61550	12.739			R	JM								V				MRK 421		STD				
2453828.61707	12.391			I	JM								V				MRK 421		STD				
2453828.62446	12.970			V	JM								V				MRK 421		STD				
2453828.62892	12.227			I	JM								V				MRK 421		STD				
2453828.63202	13.564			B	JM								V				MRK 421		STD				
2453828.6330	12.91	0.01		N/A	BXS		CHK:13.41		 041217	"ERR:0.01 ENSEMBLE 15.60,14.43,15.67"			V				MRK 421		STD				
2453828.63630	12.943			V	JM								V				MRK 421		STD				
2453828.6369	12.62	0.01		R	BXS		CHK:13.00		 041217	"ERR:0.01 ENSEMBLE 15.13,14.03,15.33"			V				MRK 421		STD				
2453828.63920	12.482			R	JM								V				MRK 421		STD				
2453828.64077	12.178			I	JM								V				MRK 421		STD				
2453828.64387	13.451			B	JM								V				MRK 421		STD				
2453828.65106	12.519			R	JM								V				MRK 421		STD				
2453828.65263	12.235			I	JM								V				MRK 421		STD				
2453828.65572	13.477			B	JM								V				MRK 421		STD				
2453828.66001	12.845			V	JM								V				MRK 421		STD				
2453828.66291	12.212			R	JM								V				MRK 421		STD				
2453828.66448	12.133			I	JM								V				MRK 421		STD				
2453828.66757	13.386			B	JM								V				MRK 421		STD				
2453828.67186	12.612			V	JM								V				MRK 421		STD				
2453828.67476	12.138			R	JM								V				MRK 421		STD				
2453828.67633	12.181			I	JM								V				MRK 421		STD				
2453828.67942	13.127			B	JM								V				MRK 421		STD				
2453828.68371	12.616			V	JM								V				MRK 421		STD				
2453828.68661	12.281			R	JM								V				MRK 421		STD				
2453828.68818	12.181			I	JM								V				MRK 421		STD				
2453828.69128	13.241			B	JM								V				MRK 421		STD				
2453828.69556	12.834			V	JM								V				MRK 421		STD				
2453828.69846	12.516			R	JM								V				MRK 421		STD				
2453828.70003	12.191			I	JM								V				MRK 421		STD				
2453828.70313	13.368			B	JM								V				MRK 421		STD				
2453828.70742	12.663			V	JM								V				MRK 421		STD				
2453828.71032	12.406			R	JM								V				MRK 421		STD				
2453828.71188	12.291			I	JM								V				MRK 421		STD				
2453828.71498	13.336			B	JM								V				MRK 421		STD				
2453828.72217	12.439			R	JM								V				MRK 421		STD				
2453828.72374	12.244			I	JM								V				MRK 421		STD				
2453828.72683	13.575			B	JM								V				MRK 421		STD				
2453828.73112	13.036			V	JM								V				MRK 421		STD				
2453828.73402	12.528			R	JM								V				MRK 421		STD				
2453828.73559	12.315			I	JM								V				MRK 421		STD				
2453828.73868	13.550			B	JM								V				MRK 421		STD				
2453828.74297	12.866			V	JM								V				MRK 421		STD				
2453828.74587	12.445			R	JM								V				MRK 421		STD				
2453828.74744	12.280			I	JM								V				MRK 421		STD				
2453828.75054	13.536			B	JM								V				MRK 421		STD				
2453828.75482	12.837			V	JM								V				MRK 421		STD				
2453828.75772	12.375			R	JM								V				MRK 421		STD				
2453828.75929	12.246			I	JM								V				MRK 421		STD				
2453828.76239	13.529			B	JM								V				MRK 421		STD				
2453828.76668	12.696			V	JM								V				MRK 421		STD				
2453828.76958	12.198			R	JM								V				MRK 421		STD				
2453828.77114	12.352			I	JM								V				MRK 421		STD				
2453828.77424	13.496			B	JM								V				MRK 421		STD				
2453828.78143	12.426			R	JM								V				MRK 421		STD				
2453828.78300	12.279			I	JM								V				MRK 421		STD				
2453828.78609	13.520			B	JM								V				MRK 421		STD				
2453828.79328	12.547			R	JM								V				MRK 421		STD				
2453828.79485	12.222			I	JM								V				MRK 421		STD				
2453828.81855	12.134			I	JM								V				MRK 421		STD				
2453828.82165	13.607			B	JM								V				MRK 421		STD				
2453828.82594	13.077			V	JM								V				MRK 421		STD				
2453828.82883	12.518			R	JM								V				MRK 421		STD				
2453828.83040	12.362			I	JM								V				MRK 421		STD				
2453828.83350	13.621			B	JM								V				MRK 421		STD				
2453828.83779	12.869			V	JM								V				MRK 421		STD				
2453828.84069	12.579			R	JM								V				MRK 421		STD				
2453828.84226	12.217			I	JM								V				MRK 421		STD				
2453828.84535	13.571			B	JM								V				MRK 421		STD				
2453828.84964	12.850			V	JM								V				MRK 421		STD				
2453828.85254	12.358			R	JM								V				MRK 421		STD				
2453828.85411	12.407			I	JM								V				MRK 421		STD				
2453828.85720	13.243			B	JM								V				MRK 421		STD				
2453828.86149	13.026			V	JM								V				MRK 421		STD				
2453828.86439	12.382			R	JM								V				MRK 421		STD				
2453828.86596	12.362			I	JM								V				MRK 421		STD				
2453828.91390	13.217			B	JM								V				MRK 421		STD				
2453828.91819	12.733			V	JM								V				MRK 421		STD				
2453828.92266	12.319			I	JM								V				MRK 421		STD				
2453828.95170	13.738			B	JM								V				MRK 421		STD				
2453828.96046	12.275			I	JM								V				MRK 421		STD				
2453829.36	13.0			Vis.	HUR	BKM							V				MRK 421		STD				
2453829.3625	13.0			Vis.	MUY		127	133	SE030901				V				MRK 421		STD				
2453829.77590	12.851			V	JM								V				MRK 421		STD				
2453829.77880	12.504			R	JM								V				MRK 421		STD				
2453829.78037	12.293			I	JM								V				MRK 421		STD				
2453829.78346	13.547			B	JM								V				MRK 421		STD				
2453829.78775	12.794			V	JM								V				MRK 421		STD				
2453829.79222	12.254			I	JM								V				MRK 421		STD				
2453829.79532	13.453			B	JM								V				MRK 421		STD				
2453829.79960	12.770			V	JM								V				MRK 421		STD				
2453829.80407	12.440			I	JM								V				MRK 421		STD				
2453829.80717	13.584			B	JM								V				MRK 421		STD				
2453829.81146	12.875			V	JM								V				MRK 421		STD				
2453829.81436	12.497			R	JM								V				MRK 421		STD				
2453829.81592	12.226			I	JM								V				MRK 421		STD				
2453829.81902	13.569			B	JM								V				MRK 421		STD				
2453829.82777	11.933			I	JM								V				MRK 421		STD				
2453829.83087	13.295			B	JM								V				MRK 421		STD				
2453829.83963	12.320			I	JM								V				MRK 421		STD				
2453829.84272	13.418			B	JM								V				MRK 421		STD				
2453829.84991	12.277			R	JM								V				MRK 421		STD				
2453829.85148	12.496			I	JM								V				MRK 421		STD				
2453829.85458	13.141			B	JM								V				MRK 421		STD				
2453829.85886	12.548			V	JM								V				MRK 421		STD				
2453829.86176	12.488			R	JM								V				MRK 421		STD				
2453829.86333	12.167			I	JM								V				MRK 421		STD				
2453829.86643	13.371			B	JM								V				MRK 421		STD				
2453829.87518	12.176			I	JM								V				MRK 421		STD				
2453829.88533	13.492			B	JM								V				MRK 421		STD				
2453829.88962	12.585			V	JM								V				MRK 421		STD				
2453829.89252	12.303			R	JM								V				MRK 421		STD				
2453829.89408	12.482			I	JM								V				MRK 421		STD				
2453829.90852	13.172			V	JM								V				MRK 421		STD				
2453829.91141	12.503			R	JM								V				MRK 421		STD				
2453829.91298	11.987			I	JM								V				MRK 421		STD				
2453829.93189	12.167			I	JM								V				MRK 421		STD				
2453829.95078	12.239			I	JM								V				MRK 421		STD				
2453829.96522	12.906			V	JM								V				MRK 421		STD				
2453829.96812	12.434			R	JM								V				MRK 421		STD				
2453829.96968	12.278			I	JM								V				MRK 421		STD				
2453830.3868	13.3			V	NFD								V				MRK 421	KNVWS	STD				
2453830.5181	13.0			Vis.	FMR		129	133	E 1997				V				MRK 421		STD				
2453832.4764	13.1			Vis.	FMR		129	133	E 1997				V				MRK 421		STD				
2453832.60832	13.434			B	JM								V				MRK 421		STD				
2453832.61261	13.105			V	JM								V				MRK 421		STD				
2453832.61551	12.711			R	JM								V				MRK 421		STD				
2453832.61708	12.133			I	JM								V				MRK 421		STD				
2453832.62029	13.413			B	JM								V				MRK 421		STD				
2453832.62458	12.808			V	JM								V				MRK 421		STD				
2453832.62748	12.381			R	JM								V				MRK 421		STD				
2453832.62904	12.196			I	JM								V				MRK 421		STD				
2453832.63225	13.450			B	JM								V				MRK 421		STD				
2453832.63654	12.766			V	JM								V				MRK 421		STD				
2453832.63944	12.534			R	JM								V				MRK 421		STD				
2453832.64101	12.164			I	JM								V				MRK 421		STD				
2453832.64422	13.552			B	JM								V				MRK 421		STD				
2453832.64851	12.796			V	JM								V				MRK 421		STD				
2453832.65141	12.475			R	JM								V				MRK 421		STD				
2453832.65298	12.295			I	JM								V				MRK 421		STD				
2453832.65619	13.640			B	JM								V				MRK 421		STD				
2453832.66338	12.419			R	JM								V				MRK 421		STD				
2453832.66494	12.176			I	JM								V				MRK 421		STD				
2453832.67691	12.285			I	JM								V				MRK 421		STD				
2453832.68429	12.951			V	JM								V				MRK 421		STD				
2453832.68719	12.566			R	JM								V				MRK 421		STD				
2453832.68876	12.318			I	JM								V				MRK 421		STD				
2453832.69185	13.555			B	JM								V				MRK 421		STD				
2453832.69614	12.932			V	JM								V				MRK 421		STD				
2453832.69904	12.445			R	JM								V				MRK 421		STD				
2453832.70061	12.272			I	JM								V				MRK 421		STD				
2453832.70371	13.496			B	JM								V				MRK 421		STD				
2453832.70800	12.962			V	JM								V				MRK 421		STD				
2453832.71090	12.511			R	JM								V				MRK 421		STD				
2453832.71246	12.275			I	JM								V				MRK 421		STD				
2453832.71556	13.572			B	JM								V				MRK 421		STD				
2453832.71985	12.788			V	JM								V				MRK 421		STD				
2453832.72275	12.254			R	JM								V				MRK 421		STD				
2453832.72432	12.227			I	JM								V				MRK 421		STD				
2453832.72741	13.209			B	JM								V				MRK 421		STD				
2453832.73460	12.289			R	JM								V				MRK 421		STD				
2453832.73617	12.201			I	JM								V				MRK 421		STD				
2453832.74645	12.268			R	JM								V				MRK 421		STD				
2453832.74802	12.275			I	JM								V				MRK 421		STD				
2453832.75540	12.780			V	JM								V				MRK 421		STD				
2453832.75830	12.205			R	JM								V				MRK 421		STD				
2453832.75987	12.203			I	JM								V				MRK 421		STD				
2453832.76725	12.678			V	JM								V				MRK 421		STD				
